제목,가사,가수,발매일,좋아요수,장르
Song For You,"어떻게 내 맘 전할까 네게
숨길 수 없어 재채기처럼
감추려 애를 써보지만
그럴수록 더욱 커져만 가
이젠 네게 다가서려 해
이 노랠 부르며
This is a song for you
널 그린 새벽에 노래
비치는 푸른 달빛도
적막한 차가운 공기도
모두 널 향한 나의 노래
간절한 내 맘 들을 수 있나요
캄캄한 밤에 저 별빛처럼
저 하늘을 바라보면서
그대 모습 더욱 그려만 가
이젠 내 맘 전해지기를
널 향한 나의 노래처럼
This is a song for you
널 그린 별빛의 선물
비치는 푸른 달빛도
적막한 차가운 공기도
모두 널 향한 나의 노래
This is a song for you
너에게 보내는 편지
내 마음 저 달에 닿아
너에게 비춰주기를
Only one song for you",곽은기 (은휼),2016.12.09,106,발라드
Beautiful Day,"그댈 바라보면 웃음이나
감출 수 없어 정말이지
그댄 피어나는 한 송이 꽃
아름다움은 숨길 수 없지
왜 이제서야
널 만나게 됐는지 몰라
벅찬 후에야 널 감사하게 됐는지
뛰는 가슴은 멈출 생각을 않고
내 생애 가장 빛난
Beautiful
What a beautiful day
정말 이상하지 사람 마음이란 게
맘대로 안 돼 사랑 그게 뭔지
그대에게 끌린 난 한 마리 벌
그대 향기는 잊을 수 없지
왜 이제서야
널 만나게 됐는지 몰라
벅찬 후에야 널 감사하게 됐는지
뛰는 가슴은 멈출 생각을 않고
내 생애 가장 빛난
Beautiful
What a beautiful day
워 워 워
what a beautiful day
워 워 워
왜 이제서야 왜 이제서야
왜 이제서야
널 만나게 됐는지 몰라
벅찬 후에야 널 감사하게 됐는지
뛰는 가슴은 멈출 생각을 않고
내 생애 가장 빛난
Beautiful
What a beautiful day
What a wonderful day",곽은기 (은휼),2016.12.09,41,발라드
그대 뒤에서 (Behind You),"그대 가슴 속 컴컴한 호수속에
내 눈물 한방울씩 떨어지면
그 호수 넘쳐 흐를때
그때 알게 되겠죠
그댈 향한 간절한 이 마음
시리도록 아름다운 뒷모습이
내 눈물로 인해서 흐려지면
또 한 걸음 다가가
그대 이름 부르죠
내 사랑 한없이 아름다운 너
사랑해 사랑해 사랑해
전할 수 없는 이 한마디가
내게는 너무 힘겨운 말이라서
또 이렇게 그대 뒤에서 속삭이죠
사랑해 사랑해 사랑해
전할 수 없는 이 한마디가
내게는 너무 힘겨운 말이라서
또 이렇게 그대 뒤에서
그대 뒤에서 또 뒤에서
아무런 말 한마디 못하고
기다리고 기다리죠
아름다운 나의 그대
사랑해 사랑해 사랑해
끝내 할 수 없는 이 한마디가
내게는 너무 힘겨운 말이라서
또 이렇게 그대 뒤에서 속삭이죠",석민아,2016.12.09,61,발라드
눈꽃 (Christmas Dream),"피곤에 취하는 어른이 된
너의 두 뺨과 콧등은
get pink
오늘따라 왜이리 집은 멀까
때마침 피어나 새하얀
눈꽃 그 뒤로 켜지는 트리 불빛
merry christmas
아름다움에
모든 걱정 사라지길 오늘밤은
자고 나면 잊혀질 꿈처럼
새하얀 눈 속에
언젠간 녹겠지만
창밖엔 함박눈이 내려도
아무 표정 없는 얼굴
사실 어릴 땐 그 누구보다
웃음이 피어나 새하얀
눈꽃 그 뒤로 켜지는 트리 불빛
merry christmas
아름다움에
모든 걱정 사라지길 오늘밤은
자고 나면 잊혀질 꿈처럼
새하얀 눈 속에
언젠간 녹겠지만
엄마 아빠 손을 꼭 잡고서
눈을 맞으러 나갔던게
언젤까
기억 속 남은 따뜻한 온기
떠올려봐
sweet dream
달콤했던 꿈 깨어날 시간
merry chistmas
and happy new year
모든 걱정 사라지길 오늘밤은
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬
지금은 걱정들
잠시만
wait a minute
잊어둬 아니 미뤄둬",석민아,2016.12.09,29,발라드
문래동 Part.2,"이번에 내릴 곳은
문래역 7번 출구
조금은 낯선
골목들을 지나고
줄지어 있는 철공소에
놀라지 말고 걸어볼까
어여쁜 카페들의
향긋한 커피향기
아기자기한
악세사리도 있고
멋지게 노래하는
우리도 있어
이름 모를
골목길 속을
사랑스런 그대와 함께해
기분 좋은 바람도
함께 불어 오는 밤
왠지 그대와 함께
걷고 있으면
낡은 기계소리도
멜로디가 되어
차가운 철꽃도
따뜻한 향기를 내고
이 밤 그대와 함께
발걸음을 맞춰 노래해
이름 모를 골목길 속을
사랑스런 그대와 함께해
기분 좋은 바람도
함께 불어 오는 밤
왠지 그대와 함께
걷고 있으면
낡은 기계소리도
멜로디가 되어
차가운 철꽃도
따뜻한 향기를 내고
이 밤 그대와 함께
발걸음을 맞춰 노래해",석민아,2016.12.09,25,발라드
결국,"그래 이젠 남이야
헤어진 마당에 내가 어쩌겠어
하지만 내게 했던 말들은
그게 아니잖아
나밖에 없다며 나만 사랑한다며
나 없인 하루도 못 살겠다며
그랬던 네가 어떻게 네가
다른 남자와 이토록 행복한 거야
일 년 이 년이 지난 게 아니잖아
나를 잊는데 한 달도 아까운 거니
내게 했던 말들
모두 다 믿어왔는데
결국 너도 그저 그런
사람이었어
끝없는 의심들 계속된 이별 통보
네 곁에 그 놈을 위해서였니
널 위해 나는 세상에 없는 채로
살아왔는데 왜 너만 행복한 거야
일 년 이 년이 지난 게 아니잖아
나를 잊는데 한 달도 아까운 거니
내게 했던 말들
모두 다 믿어왔는데
결국 너도 그저 그런
사람이었어
이젠 사랑 못해 아무도 못 믿어
차라리 말을 말지
왜 상처만 주는데
너도 나처럼 아파하길 바랐어
그럼 언젠가
너 돌아올지 모르니까
하지만 이제 됐어 다시는
사랑하지 않을 테니까
누굴 만나도 모두 너와
같을 테니까",신동천,2016.12.09,39,발라드
바라본다,"너에게 다가가 맘을 보일 때면
부담스러운 듯 돌아서 버린 너
미안했고 이런 내 모습
가진 나 자신이
너무나도 싫었다는 걸
그날 이후로 널 볼 때면
장난인 듯 널 좋아하지 않은 듯
그저 옆에서
혼자 이렇게 바라본다
너와 같이 밥 먹고 영화도 보고
손을 잡고 걷기도 하고 싶은데
너의 남자친구 그 사람 되려고
노력할수록 점점 초라해져
그날 이후로
널 볼 때면 장난인 듯
널 좋아하지 않은 듯
그저 옆에서
혼자 이렇게 바라본다
너의 대한 마음이
내 욕심이라고
잊어보려 해봤지만
나도 모르게
너에게 가고 있는 걸
한 번 단 한 번만 날 보면서
웃어 줄 순 없는지
너에게는 부족한 난 오늘도 난
너를 바라본다",김영현,2016.12.09,33,발라드
그대가 떠나가버리면,"잠시라도 혼자두지 않던 나를
두고선 뒤돌아 떠나는거니
뒷모습만 하염없이 바라봤어
혹시나 돌아올 수 있으니
이 자리 우리가 사랑하고 걷던
바로 이 자리에서
우리 이별을 하니
그대가 떠나가버리면
난 어쩌죠
그대만을 바라봤는데
모든게 믿기지 않아
이제 혼자라는 게
더는 우리 같이 할 수 없다는게
믿기지 않아
더디게만 느껴지는 하루속에
갇혀진 답답한 시간같아
이 자리 우리가 사랑하고 걷던
바로 이 자리에서
우리 이별을 하니
그대가 떠나가버리면
난 어쩌죠
그대만을 바라봤는데
모든게 믿기지 않아
이제 혼자라는 게
더는 우리 같이 할 수 없다는게
믿기지 않아
시간가도 더 생각나
전부였던 너라서
너없이는 자신이 없는데
어떻게
그대가 떠나가버리면
난 어쩌죠
그대만을 바라봤는데
모든게 믿기지 않아
이제 혼자라는 게
더는 우리 같이 할 수 없다는게
믿기지 않아",천소아 (Cheon Soa),2016.12.12,287,발라드
그날의 내가 (OST Ver.) (Inst.),"언제부턴가 잊혀지고
언제부턴가 생각이나
그러다 보니 어느새 6년이란
시간이 빠르게 흘러갔지
사랑은 또 또 오고
그렇게 또 또 가고
아프게 또 밤잠 설치다 보니
불쑥 다시 떠오르네
서툴기만 했던 그날의 내가
바라는 게 많던 그날의 내가
지금의 내 모습이면 어쩌면
우리는 지금이 아닐지
다시 오지 않는다는 걸
괜히 또 되풀어 보네
그리운 그때의 너
꼭꼭 숨겨두기만 했던
그날을 자꾸 열어보네
서서히 다가오는 우리 모습에
나도 모르게 미소가 번져
서툴기만 했던 그날의 내가
바라는 게 많던 그날의 내가
지금의 내 모습이면 어쩌면
우리는 지금이 아닐지
다시 오지 않는다는 걸
알면서 되풀어 보네
도저히 사라지지가 않는
아름다웠던 그때에 너를
서툴기만 했던
그날의 내가
그날의 내가
그날의 내가
그대와 다시 하고 싶은 이 맘을
그대 알게 된다면
혹시 그대 듣게 된다면
나의 두 손 잡아주길
그리운 그때의 너
서툴기만 했었던
그리운 그때의 너",맨스에비뉴 (MAN'S AVENUE),2016.12.10,10,발라드
들려 (Listen) (Inst.),"소리없이 적막한 길을 따라
가고 있는데 여기는 어딜까
무엇도 보이지 않아서
겁이나고 두려워져
이런 내 맘을
알 수가 없어
길을 잃어버린
여기는 어딜까
바람에 날 맡긴다 해도
아파야 하나봐
그래야 하나봐
때론 혼자인 것 같아서
계속 혼자일 것 같아서
이유 없이 가야만 해요
저멀리 저멀리
나를 기다리나요
사랑한다 말해요
슬픈 꿈이 아니라 말해줘요
변함없이 가고 있어요 난
가까이 있다고
조금 더 오라고
들려
때론 혼자인 것 같아서
계속 혼자일 것 같아서
이유 없이 가야만 해요
저멀리 저멀리
나를 기다리나요
사랑한다 말해요
슬픈 꿈이 아니라 말해줘요
변함없이 가고 있어요 난
가까이 있다고
조금 더 오라고
들려",울랄라세션,2016.12.10,22,발라드
Live a Life to Remember,"Too weak too slow
too dark too bright
too hot too cold
I can’t
I’m fat I’m thin
I’m tall I’m small
not now next week
I can’t
You know the answer
but you hide away
You wanna shout
but you shy away
You wanna do what you love
but you can’t say
No oh oh
Fear kills the dream
Fear kills the hope
going down deeply
and slowly into the dark
so question yourself
question yourself
Live a life you will remember
Don’t leave a regret in your soul
Live a life you will remember
You can go for your way
no rest no dress
no shoes no food
no house no bucks
I can’t
It hurts It’s hard
it tires it shames
not now next week
I can’t
You know your passion
but you burn away
You wanna try
but you drive away
You wanna do what you love
but you can’t say
No oh oh
Fear kills the time
Fear kills the goal
going down deeply
and slowly into the dark
so question yourself
question yourself
Live a life you will remember
Don’t leave a regret in your soul
Live a life you will remember
You can go for your way
Sometimes you feel hard
And you lost your mind
But never to give up
You have to remember always
Live a life you will remember
Don’t leave a regret in your soul
Live a life you will remember",이희준,2016.12.12,238,발라드
아버지 묘의 풀을 베며,"당신을 미워했었죠
당신을 원망했었죠
왜 나를 있는
그대로 볼 수 없냐고
이해해 줄 수 없냐고
사람들은 당신이
나를 사랑했다 하지만
나는 그 말을
믿을 수 없어요
쓴 한잔을 마시고
당신께 한잔 따르고
뭐가 그리 급했냐고
그렇게 가야만 했냐고
내가 그렇게 싫었냐고
당신에게 할 말이 있다고
듣고 싶은 말이 있다고
당신에게 난
어떤 의미였냐고
당신이 불러주던 노래
날 피 흘리게 했던 그 비난
당신의 넓은 가슴에
다시 안기고픈
이런 빌어먹을
아무짝에도
쓸모 없는 아들을
사랑한다고
내게 말해줘요
당신의 음성이
내게 들리지 않아요
나를 사랑한다고
어서 말해줘요
당신의 음성이
내게 들리지 않아요
쓴 한잔을 마시고
당신께 한잔 따르고
뭐가 그리 급했냐고
그렇게 가야만 했냐고
내가 그렇게 싫었냐고
당신에게 할 말이 있다고
듣고 싶은 말이 있다고
당신에게 난
어떤 의미였냐고
당신이 불러주던 노래
날 피 흘리게 했던
그 비난
당신의 넓은 가슴에
다시 안기고픈
이런 빌어먹을
아무짝에도
쓸모 없는 아들을
사랑한다고
다시 말해줘요
당신의 음성이
내게 들리지 않아요
나를 사랑한다고
어서 말해줘요
당신의 음성이
내게 들리지 않아요
나를 사랑한다고
어서 말해줘요
당신의 음성이
내게 들리지 않아요
나를 사랑한다고
어서 말해줘요
당신의 음성이
내게 들리지 않아요",김창기,2016.12.12,113,발라드
파도 (Feat. 문형준),"무서운 파도가 밀려와
너 두려움에 떨고 있을 때
지켜줄게
너 앞으로 나아가야하니
내가 그저 온 힘 다해
막아줄게
저 파도가 내 맘보다
크게 쳐와도 두려워 마
내가 그저 지켜줄게
어둠이 오기 전
큰 파도가 치면
그때 내가 너의 뒤에서
지킬게 온 몸으로
어둠이 오기 전
큰 파도가 치면
그때 내가 너의 뒤에서
지킬게 온 몸으로",리버플레이,2016.12.13,13,발라드
참 못났어,"한걸음 두 걸음
걸으면 언제쯤
이 길을 따라서
널 만나게 될까
그때는 웃으며
어색하지 않게
잘 보내 줄 수 있을까
내 것이었던 그때는
소중한지도 모르고
마냥 네가
있어 줄 것 같아서
네가 지쳐가는
줄도 모르고
내 생각만 하고
또 내 말만 했어
많이 힘들었는지
헤어지는 그 순간도 난
다시 돌아올 거라고
끝까지 참 못났어
애꿎은 전화만
만지다 보다가
끝끝내 하지 못한
미안하다는 말
환하게 웃고 있는
너의 사진 위에
눈물로 말을 대신해
안녕 내가 잘못했었다고
네가 내 거라는 착각에 나
널 잃었다고
네가 지쳐가는
줄도 모르고
내 생각만 하고
또 내 말만 했어
많이 힘들었는지
헤어지는 그 순간도 난
다시 돌아올 거라고
끝까지 참 못났어",레니,2016.12.13,46,발라드
In These Arms,"You want commitment
Take a look into these eyes
They burn with fire
Until the end of time
I would do anything
I'd beg I'd steal I'd die
To have you in these arms tonight
Baby I want you
Like the roses want the rain
You know I need you
Like a poet needs the pain
I would give anything
My blood my love my life
If you were in these arms tonight
I'd hold you
I'd need you
I'd get down on my knees for you
And make everything alright
If you were in these arms
I'd love you
I'd please you
I'd tell you that I'd never leave you
And love you 'til the end of time
If you were in these arms tonight
We stared at the sun
And we made a promise
A promise this world
would never blind us
And these were our words
Our words were our songs
Our songs are our prayers
These prayers keep me strong
and I still believe
If you were in these arms
I'd hold you
I'd need you
I'd get down on my knees for you
And make everything alright
If you were in these arms
I'd love you
I'd please you
I'd tell you that I'd never leave you
And love you 'til the end of time
If you were in these arms tonight
Your clothes are still scattered
All over our room
This whole place still smells like
Your cheap perfume
Everything here reminds me of you
And there's nothing
That I wouldn't do
And these were our words
They keep me strong baby
I'd hold you
I'd need you
I'd get down on my knees for you
And make everything alright
If you were in these arms
I'd love you
I'd please you
I'd tell you that I'd never leave you
And love you 'til the end of time
If you were in these arms tonight
If you were in these arms tonight
If you were in these arms tonight
If you were in these arms",마이클 리 (MICHAEL K. LEE),2016.12.24,116,"발라드, 댄스, 록/메탈"
