제목,가사,가수,발매일,좋아요수,장르
Everything (Edit ver.),"스쳐가는 시간들 속에서
우연히 또 당신을 만났지
이상하죠 바래왔던 그 순간이
내곁에서만 소중히 머무는데
애태웠던 내 마음 그대로
만날 수가 없었던 나날들
흘러가는 시간에 문을 지나도
나 다시 한번 기억해 날 떠나
그 사람과 행복한 그대 미소
사랑하는 그대여
슬프게 하지 말아줘
울다가 지쳐서
잠드는 밤도 있었으니까
지나간 일은 잊고 느껴봐요
그대 앞에 나
You're everything
You're everything
나를 위한 그대 달콤한 거짓말은
더 이상 내게 필요한게 아니야
나 원하는건 그대뿐

You're everything
You're everything
멀어져간 그댈 만날 수만 있다면
영원히 변하지 않는 사랑할께요
아픔이 있다해도
You're everything
You're everything
나를 위한 그대 달콤한 거짓말은
더 이상 내게 필요한게 아니야
나 원하는건 그대뿐
You're everything
You're everything
You're everything
My everything",비가,2004.09.21,14,발라드
너이기 때문에 (Original Ver.),"너의 곁에서
깨어나 널 보니
여전히 창백한 모습에
밤하늘 보며
한없이 기도해도
눈물만 흐르고
좋은 사람 만나
날 잊고 행복하란 말
정말 나에게는
참을 수가 없는
슬픔인거야
제발 너이기 때문에
포기할 수 없는 거야
모든걸 다 바쳐
네곁을 영원히
지켜줄 거라고

너와 함께한
마지막 바닷가
지나간 추억
떠올라 uh
볼 수도 없이
야위어진 널 안고
눈물을 삼키네
이젠 말하지마
너의 맘 다 알고 있어
끝이 아니잖아
눈감아도
느낄 수가 있어 uh
너이기 때문에
놓을 수가 없는 걸
넌 알잖아
내 영혼 가득히
사랑했던 그대를
잊을 수는 없어
내 마음 속
너무 두려운 건
네가 떠나서
혼자된 슬픔보다
그토록 사랑하는
널 다시
볼 수 없기 때문이야
울지마
너이기 때문에
포기할 수 없는 걸
알고 있잖아
모든걸 다 바쳐
너의 곁을 영원히
지켜줄 거라고
너이기 때문에
놓을 수가 없는 걸
넌 알잖아
내 영혼 가득히
사랑했던 그대를
잊을 수는 없어
사진 속 너에게
정말 약속할게
다음 세상에 태어나
영원히 사랑할게",비가,2004.09.21,63,발라드
혼자 남겨지는 건...,"널 잊었다 생각했지
하지만 다시 떠올라
끊었었던 담배를 물고
네 그리움 속에 잠 못 이루고
몰랐었어 내 첫 이별에
넌 떠날 뿐야
뭘 해야 하는지 모른 채
너 가는 모습만 보았어
혼자 남겨지는 일이란
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
길을 걷다가도 너의 기억 떠올라
숨 쉴 때마다 눈물이
날 스쳐가는 많은 사람들
수십 번을 스쳐도 서로가 모른듯
지금 내가 너와 다른 인연 되어
그처럼 스쳐 가는데
웃는 흉내 조차도 낼 수가 없는 나
어떻게 남은 삶을 견딜지
내 하룰 덮는 저 혼자 흐르는
그 시간은 내 삶이 아니라는데
혼자 남겨지는 일이란
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
길을 걷다가도 너의 기억 떠올라
숨 쉴 때마다 눈물이
혼자 남겨지는 일이란
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
길을 걷다가도 너의 기억 떠올라
숨 쉴 때마다 눈물이

혼자 남겨지는 일이란
죽음같은 슬픔
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
혼자 남겨지는 일이란
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
길을 걷다가도 너의 기억 떠올라
숨 쉴 때마다 눈물이
혼자 남겨지는 일이란
죽음같은 슬픔
눈을 뜨는 순간 난 울고 있었어
아무렇지 않게 너를 떠올리게 될
그 날이 있긴 한 건지",토니 안,2004.10.09,358,발라드
애기야,"미안해 얼마나 힘들었었니
오랜시간 혼자 사랑하면서
고마워 이렇게 보잘것 없는
나란 사람 오래 기다려줘서
언제나 나만 바라보던 너 여기 두고
얼마나 긴 시간
또 먼길을 나는 헤매였나
천밤을 만나고 헤어져도
사랑이란걸 다 알 순 없지만
나의 애기야
우린 영원할거란걸 알았죠
천번을 사랑한다 말해도
내 마음을 모두 표현할수는 없지만
애기야 내가 많이 사랑할께

부탁해 이제는
나의 곁에서 행복해줘
세상 그 누구보다
언제나 나만 바라보던 널 여기두고
얼마나 긴 시간
또 먼길을 나는 헤매였나
천밤을 만나고 헤어져도
사랑이란걸 다 알 순 없지만
내 애기야
우린 영원할거란걸 알았죠
천번을 사랑한다 말해도
내 마음을 모두 표현할수는 없지만
애기야 내가 많이 사랑할께

소중한건 내 곁에 있는걸
행복은 먼 곳에 있지 않은걸
알게 해 준 지금
내 눈 속에 있는 한 사람
천번을 사랑한다 말해도
내 마음을 모두 표현할수는 없지만
애기야 내가 많이 사랑할께
천밤을 만나고 헤어져도
사랑이란걸 다 알 순 없지만
내 애기야 우린
영원할 거란걸 알았죠
천번을 사랑한다 말해도
내 마음을 모두 표현할수는 없지만
애기야 내가 많이 사랑할께",유리상자,2004.10.04,69,발라드
버릇,"보고 싶은 것도
버릇인가 봐
이러고 살아
하나 하나 자꾸
기억에 밟혀
한숨이 늘어
헤어지잔 말을
꺼내던 네 입술
난처해 하던
그 표정까지
미워해도 시원치
않을 모든게
왜 자꾸 나는
그리워지는 걸까
다시 돌아갈 수
없다는 걸 알지만
그래서 더 보고
싶은 것도 알지만
이런 나를 어쩌겠니
너 하나만 바라보던
그 버릇이 아직
그대로 남았는데
후회하는 것도
버릇인가 봐
그러고 살아
하나 하나 자꾸
이 마음에 걸려
눈물이 고여
아무말도 하지
못하고 서 있던
그 날의 내가
한심스러워
멀어지는 널
붙잡아 볼 용기도
다 잊을 힘도
왜 내겐 없었는지
이제 돌이킬 수
없다는 걸 알지만
이제서야 후회
되는것도 알지만
이런 나를 어쩌겠니
그저 너만 사랑하던
그 버릇이 아직
그대로 남았는데
사랑한다고
정말 사랑한다고
입버릇처럼 얘기했는데
사랑한다고
정말 사랑한다고
그랬는데
다시 돌아갈 수
없다는 걸 알지만
그래서 더 보고
싶은것도 알지만
이런 나를 어쩌겠니
너 하나만 바라보던
그 버릇이 아직
그대로 남았는데
이제 돌이킬 수
없다는 걸 알지만
그래서 더 후회
되는것도 알지만
이런 나를 어쩌겠니
그저 너만 사랑하던
그 버릇이 아직
그대로 남았는데",이기찬,2004.10.05,26,발라드
거리에서,"기억이 뿌옇게 흐려진 요즘엔
이 거리를 덤덤히 걷는다
변하지 않은 거리
꺽여진 모퉁이 우리의 단골가게
아직도 붐비는 분주함
우리 나누던 그 맛 까지
그리 길지 않은 이 거리에서
우린 멀 그리도 많이 했는지
쇼윈도 앞에 홀로 선 내 모습
달라진 것은
너를 잡던 손이 주머니 속에
건널목 저 편은
너의 집 향했었지
아직도 붐비는 정류장
이젠 색 바뀐 버스까지
그리 길지 않은 이 거리에서
우린 멀 그리도 많이 했는지
쇼윈도 앞에 홀로 선 내 모습
달라진 것은
널 잡던 손이 주머니 속에

무척 반가웠던 이 거리에서
그냥 거닐다가 하루가 가네
선선한 바람 내 볼을 스치는
저녁이 되면
더 많은 기억속에 난 담담할런지
거리는 좋았어
거리는 날 알아 보았어",이기찬,2004.10.05,61,발라드
True Love,"어렵게 찾아온 이 길
눈물부터 나와
끝없이 헤매였었고 방황했지
많은 시간
다른 곳을 찾아서
나를 안아 줄 수 있는 곳으로
내 안의 깊은 곳
날 묻어두고
내 모든 걸 버리고
true love moaly defined
in a cicumstance
나를 보는 너를 찾아 갈 거야
true love given time
to find from a loves stance
just open up your mind
이젠 너를 안을 수 있어
true love

사는 게 이런 것일까
내가 찾아온 건
생각지도 못했던 곳
그 곳에 취해 지친 삶은
눈물속에 잠들고
내가 느낄 수도 없는 아침이
커튼 사일 비쳐오고 있을 때
내 얼굴에 미소가
true love moaly defined
in a cicumstance
나를 보는 너를 찾아 갈 거야
true love given time
to find from a loves stance
just open up your mind
이젠 너를 안을 수 있어
산다는 이런 큰 기쁨
널 보고 느낄 때부터
다시 시작이 된거야
나 때문에 힘들었지
내 이런 방황 때문에 용서해줘
tell me how to
find your love
true love
나를 보는 너를 찾아 갈 거야
true love
just open up your mind
이젠 너를 안을 수 있어
true love more then
i can say more than
i can say inside",이기찬,2004.10.05,23,발라드
예정된 시간을 위하여,"나 이제는 너를 떠나려 하네
아직 못다한 사랑을
여기에 남긴 채
나 이제는 나의 길을 가야만 하네
아직 모르는 곳이지만
너를 두고 가려 하네
수많은 별들이 가득한 이 밤
창가에 스치는 얼굴들
모든 것이 여기에 있는데
내가 정말 떠나야 하는지
잊지 말아요 우리의 사랑을
잊지 말아요 그 날의 기억들을
이제는 시간이 됐어요
그대여 안녕
나 이제는 나의 길을 가야만 하네
아직 모르는 곳이지만
너를 두고 가려 하네
수많은 별들이 가득한 이 밤
창가에 스치는 얼굴들
모든 것이 여기에 있는데
내가 정말 떠나야 하는지
잊지 말아요 우리의 사랑을
잊지 말아요 그 날의 기억들을
이제는 시간이 됐어요
그대여 안녕
잊지 말아요 우리의 사랑을
잊지 말아요 그 날의 기억들을
이제는 시간이 됐어요
그대여 안녕",전초아,2004.10.29,38,발라드
나 그대에게 모두 드리리,"나 그대에게 드릴게 있네
오늘 밤 문득 드릴게 있네
나 그대에게 모두 드리리
터질 것 같은 이내 사랑을
그댈 위해서라면
나는 못할 게 없네
별을 따다가 그대
두 손에 가득 드리리
나 그대에게 드릴게 있네
오늘 밤 문득 드릴게 있네

그댈 위해서라면
나는 못할 게 없네
별을 따다가
그대 두 손에 가득 드리리

나 그대에게 드릴게 있네
오늘 밤 문득 드릴게 있네
나 그대에게 드릴게 있네
오늘 밤 문득 드릴게 있네
나 그대에게 드릴게 있네",이장희,2004.08.13,34,발라드
난 너에게,"난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다 더 고운
나의 친구야
이 세상 다 주어도 바꿀 수 없는
나의 친구야
네 곁에 있으면 사랑은 내 것
네 곁에 있으면 세상도 내 것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어

난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다 더 고운
나의 친구야 이 세상 다 주어도
바꿀 수 없는 나의 친구야
네 곁에 있으면 사랑은 내 것
네 곁에 있으면 세상도 내 것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어",정수라,2003.12.22,45,발라드
나는 너를,"시냇물 흘러서 가면
넓은 바다 물이 되듯이
세월이 흘러 익어간 사랑
가슴 속에 메워 있었네
그토록 믿어온 사랑
내 마음에 믿어온 사랑
지금은 모두 어리석음에
이제 너를 떠나간다네
저녁 노을 나를 두고 가려마
어서 가려마 내 모습 감추게
밤하늘에 찾아 보는
별들의 사랑 이야기 들려줄꺼야
세월이 흘러서 가면
내 사랑 찾아오겠지
모두 다 잊고 떠나가야지
보금자리 찾아가야지

저녁 노을 나를 두고 가려마
어서 가려마 내 모습 감추게
밤하늘에 찾아 보는
별들의 사랑 이야기 들려줄꺼야
세월이 흘러서 가면
내 사랑 찾아오겠지
모두 다 잊고 떠나가야지
보금자리 찾아가야지
보금자리 찾아가야지
보금자리 찾아가야지",정수라,2003.12.22,6,발라드
진,"진 잊으려 하지말아요 우린아직 꿈이 있어요
추억들이 밀려오는데 그대 눈에는 보이질 않나요
진 잊으려 하지말아요 내 마음은 울고있어요
안녕이란 말할수 없는데 무엇때문에 돌아서나요
우리들이 흘리는 한방울에 눈물로 아파오는 가슴을
씻어낼수 있어요
이세상 모든것이 쓸쓸하게 보일때 그대가 필요한데
나를 두고 어디로 가려하나요",정수라,2003.12.22,37,발라드
하루 하루,"오늘하루도 널위해 화장을하네
조금이라도 너에게 예뻐보이게
내가왜이럴까 자존심없이 이렇게도
약해지는지 모르겠어
오늘 하루도 넌역시 그대로였어
조금이라도 너에게 다가가고파
그렇게역시나 나에게줄까봐
하루종일 그대앞에서
서성대 바보처럼
하루하루 갈수록 그대사랑이
커져가는 것 같아 괴로워요
하루하루 갈수록 그대그리움
더해가는 내마음 난몰라
하루하루 갈수록 그대미워져
미칠꺼같은 내사랑 나는 어이해

그렇게 역시나 나에게줄까봐
하루종일 그대앞에서
서성대 바보처럼
하루하루 갈수록 그대사랑이
커져가는것 같아 괴로워요
하루하루 갈수록 그대그리움
더해가는 내마음 난몰라
하루하루 갈수록 그대미워져
미칠꺼같은 내사랑 나는어이해
미칠꺼같은 내사랑 나는어이해",정수라,2003.12.22,4,발라드
우린 너무 쉽게 헤어졌어요,"그대의 옷자락에 매달려
눈물을 흘려야 했나요
길목을 가로막고 가지 말라고
애원해야 했나요
떠나가버린 그대 때문에
내모습이 야위어 가요
아무에게도 말을 못하고
남 모르게 가슴 아파요
우린 너무 쉽게 헤어졌어요
우린 너무 쉽게 헤어졌어요
한번쯤 다시만나 생각해봐요
너무 쉽게 헤어졌어요

떠나가버린 그대 때문에
내모습이 야위어 가요
아무에게도 말을 못하고
남 모르게 가슴 아파요
우린 너무 쉽게 헤어졌어요
우린 너무 쉽게 헤어졌어요
한번쯤 다시만나 생각해봐요
너무 쉽게 헤어졌어요
한번쯤 다시만나 생각해봐요
너무 쉽게 헤어졌어요",최진희,2004.08.13,27,발라드
