제목,가사,가수,발매일,좋아요수,장르
언제라도,"그대를 처음 만난 그곳
2년 전 한겨울 그 거리
그날을 잊지못하죠
그댈 처음 바래다준 날
그날 밤 기억을
그대만 바라볼께요
내옆에 이렇게 있어줘요
비록 많이 부족하겠지만
힘들땐 항상 내가 옆에 있어 줄께요
사랑해요 그대 영원히
놓지않을게요 잡은 두 손
우리 가는길에 가끔 힘들고 지쳐도
그대 옆에 내가 있어줄게요
보잘것 없던 나지만
이제 나의 손을 잡은 그대
내 인생에 가장 축복인 걸
이렇게 항상 내가 옆에 있어 줄께요
사랑해요 그대 영원히
놓지않을게요 잡은 두 손
우리 가는길에 부는 바람이 거세도
그대 미소 내가 지켜줄게요
앞으로의 시간들
행복한일만 가득 할거에요
사랑해요 그대 영원히
고마워요 그대 영원히
놓지않을게요 잡은 두 손
우리 가는길에 가끔 힘들고 지쳐도
그대 미소 내가 지켜줄게요
그 모든 것 내가 안아줄게요",황동하,2017.07.28,18,발라드
누가 먼저랄 것도 없이,"그런 표정으로 날 자꾸 바라보지 마
내가 어쩔 줄 모르겠잖아
그런 웃음 지으며 네가 날 바라보면
아무 생각이 나질 않잖아
그러다가 나도 너를 빤히 바라보면
다가와 입 맞추는 널 어쩌면 좋니
너와의 하루하루가 너무나도 좋아
누가 먼저랄 것도 없이
우리만 아는 말들로 서로를 부르고
사랑한다고 말하는 우리 둘
집에 보내기 싫어 맥주 한 캔 들고서
하염없이 걸었던 오늘밤
우리들의 내일을 말하는 네 모습을
하염없이 바라본 오늘밤
하나둘씩 쌓여간 우리의 처음들과
그 위로 단단해지는 우리의 마음들
너와의 하루하루가 너무나도 좋아
누가 먼저랄 것도 없이
우리만 아는 말들로 서로를 부르고
사랑한다 말하는 우리
몇 번을 더 말하게 될까
끝도 없는 나의 마음을
너와의 하루하루가 무엇보다 좋아
누가 먼저랄 것도 없이
사랑한다고 말했던 오늘의 밤처럼
모든 게 충분한 요즘 우리 둘",로아람,2017.07.28,383,"발라드, 인디음악"
Anything,"난 너의 모든 걸
가질 수 있을 거라 생각했어
너와는 모든 게 달랐던
내가 조금씩 물들어 가고 있어
내가 내가 아닌가봐
이제 너를 전부 지웠나봐
매번 던지는 너의 가벼운 말도
전부 다 이해 할 수 있으니
너의 옆은 나였으면 해
너의 모든 일상이 내가 됐음 해
너도 나와 똑같기를 바래
이젠 모든 게 상관 없으니까
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
Ay 넌 항상 나만 있으면 괜찮다 해
내 모든 걸 다 잃어도 넌 상관없다 해
난 너의 진실된 마음을
다 알고 있으면서
또 모든 게 진심이 될 순 없기에
항상 불안해
내가 내가 아닌가봐
이제 너를 전부 지웠나봐
매번 던지는 너의 가벼운 말도
전부 다 이해 할 수 있으니
너의 옆은 나였으면 해
너의 모든 일상이 내가 됐음 해
너도 나와 똑같기를 바래
이젠 모든 게 상관 없으니까
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
너와 항상 같이 걸어도
나는 늘 혼자인 거 같아
어딜 가든 내 생각만 하는
모습을 바란 건 아냐
내가 너의 일상에 스며드려 하듯이
너도 나의 일상에 스며들었으면 해
이렇게 애쓰고 있는 나를
이젠 그냥 편히 안아줘
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래",비하트 (B.HEART),2017.07.28,168,"발라드, R&B/Soul, 국내드라마"
Wonderland,"Wonderland

가슴이 뛰는 소리에 너무 놀랐어
눈 부신 함성 속에서
날 부르는 너를 본 뒤
벅차서 눈물이 나는 거짓말 같은 난
보고 싶다 네게 다시 가고 싶다
쓰러지듯 몸을 누인
침대 속에서도 난
니가 했던 모든 말이
가슴 속에 떠올랐어
내 기억 속 네 모습은
카페 앞 나무 그늘 아래 앉아
날 보는 너 아름다워
I Love U 네게 돌아갈게
I Love U 나를 불러줄 때
I Need U 널 놓치지 않아
내 목소리가 네게 닿을 때까지
노래 할거야 피터팬처럼 너에게 갈게
너를 만났던 창문에서
별을 세며 기다릴 거야
You are my Wonderland
너와 함께 한 하루는
청포도처럼 상큼한 하루
그래 그렇게 오늘도
I want to see you even in my dream
눈 감아도 그려지는 너의 모든 걸
보고 싶다 네게 다시 가고 싶다
너는 날 어떻게 알아보게 됐을까
자신 없어 고개 숙인 내 모습
끝도 없이 절망했던 나에게
너는 너는 내게
니가 난 너무나 좋았어
I Love U 네게 돌아갈 때
I Love U 나를 불러줄 때
I Need U 너를 놓치지 않아
내 목소리가 네게 닿을 때까지
노래 할거야 피터팬처럼 너에게 갈게
너를 만났던 창문에서
별을 세며 기다릴 거야
My Love is for you
I Love U 네게 돌아갈 때
I Love U 나를 불러줄 때
I Need U 너를 놓치지 않아
내 목소리가 네게 닿을 때까지
노래 할거야 피터팬처럼 너에게 갈게
너를 만났던 창문에서
별을 세며 기다릴 거야
You are my Wonderland",용국&시현,2017.07.31,"4,956",발라드
아련한 마음 (Inst.),"날 바라보는 눈빛에
무슨 의미를 담고 있나요
조용히 불어오는 바람이
답을 알려줄까요
그대 까만 눈동자
말은 하지 않지만
수많은 이야기가
들려오는 것 같아요
우우우우우우우우
아아아아아아아
아픈 마음도
아린 기억도
뜨거운 눈물 속에
모두 녹지 않으면
지금 이 시간 속으로
모두 흘려 보내요",SE O (세오),2017.08.03,87,발라드
Hate Me,"I hate me I won't miss you
I hate me I won't miss you
I don't need I don't need
you here tonight
I don't need I don't need
I will leave you
I like you love you miss you
한참을 간직했었던 말
U like me love me miss me
왜 나만 그대를 잊으려 할까요
Hate me 늘 아파도 참았던
Hate me 그대는 모르죠
Hate me 추억
Hate me 모두 Good bye
참 뻔하고 흔했었다
늘 같은 계절에
그 이름 하나 바뀌고
참 뻔한 영화처럼 난
또 다른 기억 속에 널 가둔다
Hate me 이미 다 본 것 같아
왜 이리도 뻔해
Hate me 모르지 나 밖에
내가 미워져서
Hate me 꽃 피지 않는 밭에
Baby I’m back and
또 다른 기억 속에 널 가둔다
Hate you
I hate me I won't miss you
I hate me I won't miss you
I don't need I don't need
you here tonight
I don't need I don't need
I will leave you
I liked you loved you missed you
나 혼자 간직하려는 말
Still like me love me miss me
왜 그댄 나를 잡으려 할까요
Hate me 아파도 참았던
Hate me 내 마음은 모르죠
Hate me 추억
Hate me 모두 Good Bye
참 뻔하고 흔했었다
늘 같은 계절에
그 이름 하나 바뀌고
참 뻔한 영화처럼 난
또 다른 기억 속에 널 가둔다
Hate me 이렇게 다시 또
여전해 아직도
Hate me 매일매일
내가 미워져서
Hate me 꽃 피지 않는 밭에
Baby I’m back and
또 다른 기억 속에 널 가둔다
Hate you",나인뮤지스,2017.08.03,299,발라드
어디있니,"지우려 했지만 너 그리워 왔다
내 등에 떠밀려 또 다시 네게 왔다
이대로는 못 가 이해해주라
보고 싶은 마음 차마 감출 수 없어
까마득한 네 모습 잠재워줘
숨쉬기조차 불안해 다가와 줘
네가 있는 곳에 텅 빈 거리에
두 눈가에 맺혀버린 사랑이야
뛰어와 맞아주면 좋았겠지만
헤매이다 지치고 힘들었지만
머물지 못해서 겁이 난 거지
그래도 돌아봐 진심을 말하고 싶어
까마득한 네 모습 잠재워줘
숨쉬기조차 불안해 다가와 줘
네가 있는 곳에 텅 빈 거리에
두 눈가에 맺혀버린 사랑이야
핀 조명 나간 듯 스친 꿈결처럼
씁쓸한 바람 속 잠긴 노래처럼
잡히지가 않아 들리지가 않아
크게 화를 내면서 날 데려가
괜찮다고 말할 자신이 없어
너를 생각하지 않은 적이 없어
이 세상 아름다움이 무너졌어
행운이라고 믿고 싶었는데
넌 어디 있니",더 카,2017.08.04,39,발라드
Prism Love,"우리가 처음 만났던 그 날
조금은 어색했던 그때가
소중한 기억의 한 조각이 되어
이대로 영원할 수 있도록
별빛이 구름속에 안기면
내게로 와 안아줄래요
영원이란 하늘 위에
그대라는 빛을 그려
밝게 빛 날 수 있게
시간속에 숨어 달빛속에 가려
흐려지지 않도록 간직할게 너를
그저 말없이 미소로 반겨줘서 고마워
곁에 있어줘 영원히 함께
빗물에 잠긴 저 꽃 한송이처럼
니 눈빛이 말해 항상 걱정 이라고
그런 널 내 눈 앞에 눈부신 널
웃게 해줄게 함께 웃을수 있게
있잖아 언제부턴가
니 옆에 붙어만 있어 난
머릿속은 니 생각에 난 매일 못 쉬어
힘들때면 말해 항상 난 숨도 못 쉬어
약속해 여기 서 있을게
우리가 함께 지내온 시간
따스했던 저 햇살 처럼
이 순간을 잊지 말아요
함께 라는걸 알잖아요
그대 없인 나도 없어요
추억속에 멈춰 그림자에 가려
지워지지 않도록 기억할게 내가
그저 말 없이 내 옆에
안겨줘서 고마워
곁에 있어줘 영원히 널 사랑해
시간속에 숨어 달빛속에 가려
흐려지지 않도록 간직할게 너를
멈췄으면 해 우리의 따뜻한 이 순간
그저 말 없이 미소로
반겨줘서 고마워
언제까지나 곁에 있어줘 영원히 함께
약속할게 나 이 곳에 영원히",BLANC7,2017.08.07,0,발라드
왜 (Inst.),"왜 눈물이 날까요
특별히 슬픈 영화를
본 것도 아닌데
왜 가슴이 아프죠
가시가 가슴에 박힌 듯 왜
아파오나요
뿌리치고 달아 나려 해도
그 자리인데
작은 불빛 하나 보이지 않는
외로움인데
지난 기억을 더듬어 다시
애를 써봐도
흐르는 눈물은 그대론데
왜 가슴이 아프죠
가시가 가슴에 박힌 듯 왜
아파오나요
조그만 추억이 남아서
겨우 버텨 내지만
혼자서 걸어온 외로움에
가끔 난 울 것 같아
뿌리치고 달아 나려 해도
그 자리인데
작은 불빛 하나 보이지 않는
외로움인데
지난 기억을 더듬어 다시
애를 써봐도
흐르는 눈물은 그대론데
멈춰진 시간 속에
나 홀로 남겨진 것 같아
이런 내가 싫어
두 눈을 감아버리죠
뿌리치고 달아 나려 해도
그 자리인데
작은 불빛 하나 보이지 않는
외로움인데
지난 기억을 더듬어 다시
애를 써봐도
흐르는 눈물은 그대론데",더 넛츠 (The NuTs),2017.08.05,9,발라드
Love Is Blind (Feat. Christina Marie),"Love is blind
These are words I've come to know
Was it worth all the while
I couldn't see
How you relied on me
This is all but just one trial
No Love is not a game
There’s no one to blame
You don't have to brave
this storm alone
Take my hand
it's time to set you free from me
All is done
and so this my final plea
Walk out the door and soon
I'm sure you'll see
There is no one
in this world like you
love is me
Love is kind
Love is patient and true
A test of body soul and mind
We'll survived
Turn a way the from past
And let your heart be your guide
No Love is not a game
There’s no one to blame
You don't have to brave
this storm alone
Take my hand
it's time to set you free from me
All is done
and so this my final plea
Walk out the door and soon
I'm sure you'll see
There is no one
in this world like you
Love is me
It’s over now
We’ve come too far
there's no going back
there's no turning back
We can never fix this how
we always will dream
and so
Take my hand
it's time to set you free from me
All is done
and so this my final plea
Walk out the door and soon
I'm sure you'll see
There is no one
in this world like you
Love is
Take my hand
it's time to set you free from me
All is done
and so this my final plea
Walk out the door and soon
I'm sure you'll see
There is no one
in this world like you
Love is me",The Innocence,2017.08.05,494,발라드
너에게 닿기를 (Inst.),"그런가 봐 아직은 아닌가 봐
너무 멀리 있는 너에게 닿질 않아
지켜볼 수 밖에 없어서
애써 어르고 달래 봤던
나의 맘은 어느새 너만 원해
바람이 날 너에게 데려가네
사랑 그 사랑이 아픈 줄도 모르고
지친 너에게 모자랐던
내게는 더 많이 아팠던
그때처럼 널 눈빛 속에 담는다
미련스런 고집이 날 막아서
모두 알면서도 어쩔 수가 없나 봐
지켜 보는 것뿐이라서
텅 빈 가슴을 버려봐도
나의 맘은 어느새 너만 원해
바람이 날 너에게 데려가네
사랑 그 사랑이 아픈 줄도 모르고
지친 너에게 모자랐던
내게는 더 많이 아팠던
그때처럼 널 눈빛 속에 담는다
모든 순간들 속에 네가 없음 안돼
너를 놓지 않으려 해
헛된 바램일지라도
바람이 날 너에게 데려가네
사랑 그 사랑이 아픈 줄도 모르고
그런 너에게 달아나도
아직은 아니라고 해도
습관처럼 널 눈빛 속에 담는다
습관처럼 내 눈빛 속에 그린다",마크툽 (MAKTUB),2017.08.08,337,발라드
Stay in my Life (Inst.),"누구보다 멀어져 보여도
넌 언제까지나 마음에 머물러
널 안아줄 거야
Cause you always
stay in my life yeah
너의 곁에 있을게
니 곁에만 있을게
항상 곁에 있을게
너의 편이 돼줄게
Yeah 언쟁의 중심은 언제나 너야
넌 그걸 비관하려 하지만
뜻대로 안돼보여
휘말리는 건지 휘둘리는 건지도
넌 어쩔 줄 몰라 해 널 봤을 때
심연 가득한 내 가슴 속
you’re my candle light yeah
All about you I wanna know you
All about me I Let you know
너의 눈에 눈물이 고일 때
너의 곁에 머물고만 싶어
널 향한 내 맘 이젠 알아줘
Baby Please always
stay in my life
너의 곁에 있을게
니 곁에만 있을게
항상 곁에 있을게
내가 늘 지켜줄게
너의 눈물이 다 흐르고 나면
연기가 되어 흩날릴 거야
그리고 난 그 자리 그 곳에
너의 촛불이 흔들리지 않길
Come a lil’ closer my baby
Rock a bye baby rock a bye baby
All about you I wanna know you
All about me I Let you know
너의 눈에 눈물이 고일 때
너의 곁에 머물고만 싶어
널 향한 내 맘 이젠 알아줘
더 무너지기 전에
힘겨운 널 보면
나를 지켜주던 니 모습 떠 올라
세상 모두가 떠나버려도
니 곁에 난 있을게
You always stay in my life
Yeah 그 많은 염들을
내게 다 털어버려 내
Looking at my eyes
네게 기쁨이 되어줄게
멀게 느껴져도 조급해하지 않게끔
We’re walking a long way
We’re walking a long way
널 향한 두 손 이젠 잡아줘
Baby Please always
stay in my life",NCT U,2017.08.07,"3,572","발라드, 국내드라마"
만약에,"만약에 내가 간다면 내가 다가간다면
넌 어떻게 생각할까 용기 낼 수 없고
만약에 니가 간다면 니가 떠나간다면
널 어떻게 보내야 할지
자꾸 겁이 나는 걸
내가 바보 같아서
바라볼 수 밖에만 없는 건 아마도
외면할지도 모를 니 마음과
또 그래서 더 멀어질 사이가 될까봐
정말 바보 같아서
사랑한다 하지 못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이 두려워서인가봐
만약에 니가 온다면 니가 다가온다면
난 어떻게 해야만 할지
정말 알 수 없는 걸
내가 바보 같아서
바라볼 수 밖에만 없는 건 아마도
외면할지도 모를 니 마음과
또 그래서 더 멀어질 사이가 될까봐
정말 바보같아서
사랑한다 하지 못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이 두려워서인가봐
내가 바보 같아서
사랑한다 하지 못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이 두려워서인가봐",발라드 공장,2017.08.10,150,발라드
여성시대,"화장하고 머리를 자르고
멋진 여자로 태어날꺼야
당당하게 좀 더 꿋꿋하게
두 번 다시는 난 울지 않아
예쁜 구두를 신고
유행하는 옷 입고 거릴 나서본다
날 보는 사람들의 시선이
싫진 않아 나는 예쁘니까
아직 웃을 날이 많은데
여태 그걸 몰랐어
외로워도 울지 않아 아프지 않아
내 인생을 사는거야
화장하고 머리를 자르고
멋진 여자로 태어날꺼야
당당하게 좀 더 꿋꿋하게
두 번 다시는 난 울지 않아
라라라라 라라라라라라
나를 위해서 난 변할꺼야
처음부터 시작하는 거야 가슴을 펴고
난 웃는거야
새빨간 립스틱에
섹시한 스타킹에 오늘도 날 꾸민다
콧대가 높은 여자 다리가 예쁜 여자
그게 바로 나야
아직 웃을 날이 많은데
여태 그걸 몰랐어
어디서나 자신있게 또 씩씩하게
내 인생을 사는거야
화장하고 머리를 자르고
멋진 여자로 태어날꺼야
당당하게 좀 더 꿋꿋하게
두 번 다시는 난 울지 않아
라라라라 라라라라라라
나를 위해서 난 변할꺼야
처음부터 시작하는 거야 가슴을 펴고
난 웃는거야
세상이 또 나를 속인다고 해도
눈물을 닦고 당당해져서
세상 앞에 웃도록
외로워도 사는게
슬퍼도 몇 번이라도
이겨낼꺼야yeah yeah yeah
이겨낼꺼야
세상 앞에 넘어진다 해도
몇 번이라도 일어날꺼야
일어날꺼야
라라라라 라라라라라라
오늘부터 난 행복할꺼야
실패 따윈 두렵지는 않아
멋진 인생을
난 살테니까",발라드 공장,2017.08.10,18,발라드
흔한사랑,"티가 나나 봐 널 잊지 못한 게
자꾸 사람들이 날 바보 같아 보인대
눈물이 나와 청승맞게도
메말랐던 내 눈물
니가 찾아줬나 봐
자꾸 서러워서 너무 서러워서
너를 욕하고 싶은데
막상 남이 욕하면
너를 나쁘게 말하면
왜 그렇게 그 사람이 미운지
헤어졌어도 나를 버려도
항상 넌 돌아왔었잖아
그런데 왜 이번엔 정말
왜 돌아오질 않는지
니가 없이는 나 혼자서는
살아갈 자신이 없잖아
그걸 누구보다 잘 아는
니가 날 버릴 수 있니
이번엔 정말 날 떠나갔나 봐
헤어졌다 만났다 계속 반복했잖아
버려졌나 봐 참 불쌍하게도
이렇게까지 연락 안된 적은 없잖아
자꾸 서러워서 너무 서러워서
너를 욕하고 싶은데
막상 남이 욕하면
너를 나쁘게 말하면
왜 그렇게 그 사람이 미운지
헤어졌어도 나를 버려도
항상 넌 돌아왔었잖아
그런데 왜 이번엔 정말
왜 돌아오질 않는지
니가 없이는 나 혼자서는
살아갈 자신이 없잖아
그걸 누구보다 잘 아는
니가 날 버릴 수 있니
기다릴게 내 맘이 아프더라도
너만 볼 수 있다면 기다릴게
헤어졌어도 나를 버려도
항상 넌 돌아왔었잖아
그런데 왜 이번엔 정말
왜 돌아오질 않는지
너를 혼자서 나만 혼자서
사랑해도 괜찮으니까
제발 멀리 가진 말아줘
너만 볼 수 있다면
사랑하지 않아도 되니까",박준용 (오선지),2017.08.10,154,발라드
그대 때문에,"사랑해서 떠난다는 그대
거짓말이라도 믿어볼게요
이 계절이 지나 바람
불어오면 잊혀질까요
서러운 마음
처음부터 그대라는 사람 내겐
전부였죠 세상이었죠
한참 동안 꿈꾸며 난 행복했는데
그대 마음 나와 같지 않았나 봐요
사랑이란 게 다 이런가요
그 아픔을 몰랐어요
난 왜 이리 미치도록
나를 바보로 만들죠
그대 때문에 그대 때문에
처음부터 만나서는 안 되죠
그댈 사랑하지 말 걸 그랬죠
한참동안 꿈꾸며 난 행복했는데
그대 마음 나와 같지 않았나 봐요
사랑이란 게 다 이런가요
그 아픔을 몰랐어요 나
왜 이리 미치도록 나를 바보로 만들죠
그대 때문에 그대 때문에
떠나간 자리에 남겨진 내 모습
바보 같다면서 그대
나쁜 사람이라네요
하지만 그대는 좋은 사람이죠
함께 했었던 내 기억 안에
영원히 내 곁에 있겠다고
약속하지 말았어야죠
이제는 거짓말이 됐죠
잊어야 해 그대란 사람 다시는 없어
사랑이란 게 다 이런가요
그 아픔을 몰랐어요 나
미치도록 나는 바보 같죠
그대 때문에 그대 때문에 아파요
이 계절이 지나 바람
불어오면 잊혀질까요",박기영,2017.08.10,93,발라드
한번쯤 (Feat. 박은옥),"사랑했던 그 사람이
내 곁을 스쳐갔죠
한참을 멍하니
그댈 보고 있네요
행복했던 기억들이
다시 떠오르네요
언제나 미소 짓던 얼굴
그대로네요
한번쯤 마주치고 싶었죠
혹시나 하는 마음에
당신도 내가 보고 싶었다고
말해줄 것 같아서
사랑했던 그 사람이
내 곁을 스쳐갔죠
한참을 멍하니
그댈 보고 있네요
한번쯤 마주치고 싶었죠
혹시나 하는 마음에
당신도 내가 보고 싶었다고
말해줄 것 같아서
한번만 더 그 사람과
마주칠 수 있다면
짧은 인사라도
한번 하고 싶어요
짧은 인사라도
한번 하고 싶어요",AJ,2017.08.14,60,발라드
소울메이트,"음음 그대 모습을 잊을 수 없어요
눈이 부시고 빛이 가득한 걸
음음 멀리서도 그댈 찾을 수 있죠
수많은 사람 속에서 그대만 보여
음음 어쩜 그런 미소를 짓는 거죠
나도 모르게 날 계속 웃게 해
음음 안녕 하는 그대의 목소리에
종소리가 들려 나 진짜 어떻게 하죠
비가 내리는 날엔
그대의 작은 우산이 되어
저 비를 막아 줄게요
내 손을 잡아요
마음이 추운 날엔
그대의 스웨터가 되어
따뜻하게 해 줄게요
언제까지나 영원히
난 그대의 소울 메이트
음음 그대는 아직 모르고 있죠
내가 항상 옆에 있었다는 걸
음음 이제는 그만 알아채 줘요
내가 그대 곁에 있을 반쪽이란 걸
비가 내리는 날엔
그대의 작은 우산이 되어
저 비를 막아 줄게요
내 손을 잡아요
마음이 추운 날엔
그대의 스웨터가 되어
따뜻하게 해 줄게요
언제까지나 영원히
난 그대의 소울 메이트
소울 메이트 소울 메이트
난 그대의 소울 메이트
난 그대의 소울 메이트
소울 메이트
비가 내리는 날엔
그대의 작은 우산이 되어
저 비를 막아 줄게요
내 손을 잡아요
마음이 추운 날엔
그대의 스웨터가 되어
따뜻하게 해 줄게요
언제까지나 영원히
난 그대의 소울 메이트
난 그대의 소울 메이트",조연우,2017.08.14,212,발라드
죽을 것 같아 사실 나는,"괜찮은 척하지만
다 잊은 척하지만
사실 그때부터 멈춰 서 있어
내가 웃고 있는 게
이상하게 슬퍼 보인데
죽을 것 같아 사실 나는
이미 죽었는지도
니가 없는 내 삶이란 건
살아있어도 죽은 거라고 나는
내가 웃고 있는 게
이상하게 슬퍼 보인데
죽을 것 같아 사실 나는
이미 죽었는지도
니가 없는 내 삶이란 건
살아있어도 죽은 거라고 나는",9991,2017.08.16,27,발라드
오히려,"금방 돌아올 줄 알았어
떠나가도 행복하지
않을 거니까
날 떠나 너무
행복한 너를
보고나니
후회가 되네
그때는 내가
사랑을 몰랐어
오히려 잘됐어
아무것도 못해주는
내 곁에 있는
너보다 훨씬 좋잖아
늦었지만 미안해
그 동안 널 힘들게 했던
내가 미워지네
그때는 내가
사랑을 몰랐어
오히려 잘됐어
아무것도 못해주는
내 곁에 있는
너보다 훨씬 좋잖아
늦었지만 미안해 그 동안
널 힘들게 했던
내가 미워지네",볼드,2017.08.17,18,발라드
You You,"좀 더 표현해줘 YOU YOU
답장 길게 해줘 YOU YOU
일어나자마자 사랑한다 말해주면
ㅠㅠㅠㅠㅠ BABY ㅠㅠㅠㅠㅠ
넌 프로필 사진 바꿀 시간 있어도
내게 답장할 시간은 하나 없나 봐
오늘 하루 종일 바빴어 그냥 바빴다고
말하면 내가 다 이해를 해야 하나 봐
나 혼자 바보 된 거 같잖아
내 전화 안 받아도 친구전환 받잖아
담아 두지 말자 해서
서운한 거 다 말하면
넌 나를 그렇게 또 쳐다보잖아
그땐 뭐가 그렇게 다
네게 서운했을까
별거 아닌 일에 혼자
속상했던 나야
나를 더 좋아해 주면 좋겠다고
속마음은 네게 말을 못하고
하루 종일 나만 혼자
속상했던 나야
좀 더 표현해줘 YOU YOU
답장 길게 해줘 YOU YOU
일어나자마자 사랑한다 말해주면
ㅠㅠㅠㅠㅠ BABY ㅠㅠㅠㅠㅠ
네가 보낸 답장이
무지하게 긴 그런 날엔
기분이 좋아 하루 왼 종일
다 내게 말해
뭐든 다 해 줄 수 있을 것만 같은
나인데 네게 답장이 안 오는 오늘
같은 날이면 나는 왜
소화도 잘 안 돼 내게
휴대폰은 Game 이벤트 메세지만 토해
하루 종일 널 그리다 지쳐 잠든 밤엔
꿈에 너가 나와 난 바보같이
좋다고 웃네
좀 더 표현해줘 YOU YOU
답장 길게 해줘 YOU YOU
일어나자마자 사랑한다 말해주면
ㅠㅠㅠㅠㅠ BABY ㅠㅠㅠㅠㅠ
나를 더 좋아해 주면 좋겠다고
속마음은 네게 말을 못하고
하루 종일 나만 혼자
속상했던 나야
좀 더 표현해줘
답장 길게 해줘
일어나자마자
사랑한다 말해주면
말해주면
좀 더 표현해줘 YOU YOU
답장 길게 해줘 YOU YOU
일어나자마자 사랑한다 말해주면
ㅠㅠㅠㅠㅠ BABY ㅠㅠㅠㅠㅠ
넌 프로필 사진 바꿀 시간 있어도
내게 답장할 시간은 하나 없나 봐
오늘 하루 종일 바빴어 그냥 바빴다고
말하면 내가 다 이해를 해야 하나 봐
나 혼자 바보 된 거 같잖아
내 전화 안 받아도 친구전환 받잖아
담아 두지 말자 해서
서운한 거 다 말하면
넌 나를 그렇게 또 쳐다보잖아
좀 더 표현해줘 YOU YOU
답장 길게 해줘 YOU YOU
일어나자마자 사랑한다 말해주면
ㅠㅠㅠㅠㅠ BABY ㅠㅠㅠㅠㅠ",이치코다리,2017.08.18,63,"발라드, 인디음악"
니맘대로야 (빈챈현스S Ver.),"아무일 없듯이 또 니 사진을 꺼내고
사진 속 모습에 내 가슴은 복받치고
내 전화기는 온종일 너만 기다려도
울리지가 않아
자꾸 니 모습이 내 머릿속에 스치고
깊어진 한숨에 난 또 눈물을 훔치고
니가 그리워 모든 게
니 탓인 거 같아
난 눈물이 흘러
왜 넌 니 좋을 대로야
니가 먼저 사랑한다 해놓고
왜 넌 니 멋 대로야
니가 뭔데 헤어지자 말을 해
누구 맘대로 날 니꺼로 만들어 놓고
이제 와서 나를 왜 떠나는데
니 멋대로
어어어어어 BABY
어어어어어 니 좋을 대로
어어어어어 BABY
어어어어어 니 맘대로
어어어어어 CRAZY
어어어어어 떠나지마
왜 너는 언제나 다 니 멋 대로야
난 마치 영화 속
슬픈 한 장면처럼
넌 나의 scene
모든 장면에 니가 담겨
니 멋 대로야 왜
다시 생각해봐
뭐가 부족해 내가 아니라는 거야
가지마 가지마 가지마
Hey baby 언제나 왜 니 좋을 대로야
가지마 가지마 가지마
Hey boy 돌아와 난 아직 그대로야
끝까지 너 정말 못 됐어
모든 게 잘못 됐어
웃기지도 않아 넌 참 이기적이야
DON'T SAY GOOD BYE
안녕이란 그 말
DON'T SAY GOOD BYE
바보처럼 아직도 난 니 걱정 뿐인데
왜 넌 니 좋을 대로야
니가 먼저 사랑한다 해놓고
왜 넌 니 멋 대로야
니가 뭔데 헤어지자 말 을해
누구 맘대로 날 니꺼로 만들어 놓고
이제 와서 나를
왜 떠나는데 떠나지마
후우 후우 다시 내게 돌아와
후우 후우 날 두고 떠나 가지마
왜 넌 니 좋을 대로야
니가 먼저 사랑한다 해놓고
왜 넌 니 멋 대로야
니가 뭔데 헤어지자 말을 해
누구 맘대로 날 니꺼로 만들어 놓고
이제 와서 나를 왜 떠나는데
니 멋대로
어어어어어 BABY
어어어어어 니 좋을 대로
어어어어어 BABY
어어어어어 니 맘대로
어어어어어 CRAZY
어어어어어 떠나지마
왜 너는 언제나 다 니 멋 대로야",DIA (다이아),2017.08.22,"1,154",발라드
